Name,English name,Episodes,Aired,Genres,Score
Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,11,"Dec 5, 2021 to Feb 13, 2022","Action, Fantasy",8.8
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,12,"Oct 6, 2021 to Dec 22, 2021","Action, Drama, Fantasy, Mystery, Romance",7.36
Ai Zai Xiyuan Qian 2nd Season,Immemorial Love For You 2nd Season,16,"Feb 14, 2021 to May 9, 2021","Action, Fantasy, Romance, Sci-Fi",6.42
Mamono-tachi no Kunou,UNKNOWN,12,"Oct 10, 2020 to Dec 24, 2020",Comedy,6.1
Bocchi the Rock!,Bocchi the Rock!,12,"Oct 9, 2022 to Dec 25, 2022",Comedy,8.85
Suiyoubi no Yakusoku,UNKNOWN,1,"Aug 24, 2020",Romance,6.45
Wan Jie Qi Yuan,Incomparable Demon King,40,"Feb 17, 2021 to Apr 16, 2021",Fantasy,6.42
Xuyuan Shenlong,Wish Dragon,1,"Jan 15, 2021","Comedy, Fantasy",7.03
Summer Ghost,UNKNOWN,1,"Nov 12, 2021",Supernatural,7.87
Ichiban Chikakute Tooi Hoshi,The Nearest Distant Star,1,"Aug 23, 2021",Drama,6.3
Pucca 3,Pucca: Love Recipe,26,"Dec 10, 2018 to Oct 31, 2019","Action, Comedy, Romance",6.42
Leadale no Daichi nite,In the Land of Leadale,12,"Jan 5, 2022 to Mar 23, 2022","Adventure, Fantasy",6.94
"Ore, Tsushima","I, Tsushima",12,"Jul 2, 2021 to Sep 18, 2021","Comedy, Slice of Life",6.96
Red Shoes,Red Shoes and the Seven Dwarfs,1,"Jul 25, 2019","Comedy, Romance",6.93
Ansoku no Basho,UNKNOWN,1,2010,Avant Garde,5.56
11-gatsu Umare no Otokonoko no Tame ni.,Dear November Boy,1,2012,Slice of Life,5.68
Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,20,"Oct 5, 2022 to Feb 15, 2023","Action, Comedy, Fantasy",8.33
RPG Fudousan,RPG Real Estate,12,"Apr 6, 2022 to Jun 22, 2022","Comedy, Fantasy",6.73
Youkai Watch ♪,UNKNOWN,98,"Apr 9, 2021 to Mar 31, 2023","Comedy, Supernatural",6.21
Wo Shi Da Shenxian 2nd Season,Da Shen Xian,16,"Feb 25, 2021 to Jun 10, 2021","Action, Fantasy",6.75
Fei Ren Zai 1st Season Part 4,UNKNOWN,12,"Feb 3, 2021 to Apr 14, 2021","Comedy, Supernatural",6.59
Mahouka Koukou no Rettousei: Tsuioku-hen,The Irregular at Magic High School: Reminiscence Arc,1,"Dec 31, 2021","Action, Fantasy, Sci-Fi",7.71
Totsukuni no Shoujo (2022),The Girl From the Other Side,1,"Mar 10, 2022",Supernatural,7.53
Re-Main,RE-MAIN,12,"Jul 4, 2021 to Oct 3, 2021",Sports,7.21
Chocomatsu-san: White Day-hen,UNKNOWN,3,"Mar 13, 2021 to Mar 15, 2021",Comedy,5.82
Aria the Benedizione,UNKNOWN,1,"Dec 3, 2021","Fantasy, Sci-Fi, Slice of Life",7.95
Hataraku Maou-sama!!,The Devil is a Part-Timer! Season 2,12,"Jul 14, 2022 to Sep 29, 2022","Comedy, Fantasy",6.67
Sabikui Bisco,Sabikui Bisco,12,"Jan 11, 2022 to Mar 29, 2022","Action, Adventure, Fantasy, Sci-Fi",7.16
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",The Greatest Demon Lord Is Reborn as a Typical Nobody,12,"Apr 6, 2022 to Jun 22, 2022","Action, Fantasy",6.28
Gintama: The Final x Mameshiba,UNKNOWN,2,"Dec 2, 2020 to Jan 8, 2021",Comedy,6.0
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,The Ancient Magus' Bride: The Boy from the West and the Knight of the Blue Storm,3,"Sep 10, 2021 to Sep 9, 2022","Drama, Fantasy",7.58
The Legend of Heroes: Sen no Kiseki - Northern War,The Legend of Heroes: Trails of Cold Steel - Northern War,12,"Jan 8, 2023 to Mar 26, 2023","Action, Fantasy",5.66
Super Crooks,Super Crooks,13,"Nov 25, 2021","Action, Drama, Suspense",7.2
Beyblade Burst Dynamite Battle,Beyblade Burst QuadDrive,52,"Apr 2, 2021 to Mar 18, 2022","Action, Adventure, Comedy, Mystery, Sports",6.19
SK∞: Crazy Rock Jam,UNKNOWN,1,"Mar 14, 2021",Sports,6.74
Kyoukai Senki,AMAIM Warrior at the Borderline,13,"Oct 5, 2021 to Dec 28, 2021","Action, Sci-Fi",6.31
D_Cide Traumerei the Animation,D_Cide Traumerei the Animation,13,"Jul 10, 2021 to Oct 2, 2021","Action, Drama, Fantasy",5.81
Tsuki to Laika to Nosferatu,Irina: The Vampire Cosmonaut,12,"Oct 4, 2021 to Dec 20, 2021","Fantasy, Sci-Fi",7.31
Wan Jie Shen Zhu 3rd Season,UNKNOWN,208,"Mar 17, 2021 to Mar 4, 2023","Adventure, Fantasy",6.54
Daomu Biji Zhi Qinling Shen Shu,The Buried Tree Devil,12,"Apr 4, 2021 to Jun 13, 2021","Adventure, Mystery, Supernatural",6.6
Mieruko-chan,UNKNOWN,12,"Oct 3, 2021 to Dec 19, 2021","Comedy, Horror, Supernatural",7.42
Higurashi no Naku Koro ni Sotsu,Higurashi: When They Cry – SOTSU,15,"Jul 1, 2021 to Sep 30, 2021","Avant Garde, Horror, Mystery, Supernatural, Suspense",6.73
Yama no Susume: Next Summit,Encouragement of Climb: Next Summit,12,"Oct 5, 2022 to Dec 21, 2022","Adventure, Slice of Life",7.63
Scarlet Nexus,Scarlet Nexus,26,"Jul 1, 2021 to Dec 23, 2021","Action, Sci-Fi",5.68
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Yashahime: Princess Half-Demon: The Second Act,24,"Oct 2, 2021 to Mar 26, 2022","Action, Adventure, Fantasy",7.09
K×Drop!!,UNKNOWN,1,"Mar 29, 2017","Comedy, Suspense",5.95
Shichigahama de Mitsuketa,I Found it in Shichigahama,1,"Mar 10, 2021","Drama, Slice of Life",5.79
Shi Yi Chang An: Mingyue Jishi You Er,Memory of Chang'an 2nd Season,13,"Apr 15, 2021 to Jul 1, 2021",Romance,7.17
Do It Yourself!!,Do It Yourself!!,12,"Oct 6, 2022 to Dec 22, 2022",Slice of Life,7.47
Shouxi Yu Ling Shi 2,UNKNOWN,60,"Mar 3, 2021 to Sep 15, 2021","Action, Fantasy",6.06
5-toubun no Hanayome Movie,The Quintessential Quintuplets Movie,1,"May 20, 2022","Comedy, Romance",7.89
Dr. Stone: New World,UNKNOWN,11,"Apr 6, 2023 to Jun 15, 2023","Adventure, Comedy, Sci-Fi",8.25
Akebi-chan no Sailor-fuku,Akebi's Sailor Uniform,12,"Jan 9, 2022 to Mar 27, 2022",Slice of Life,7.7
Bakugan: Geogan Rising,UNKNOWN,26,"Apr 2, 2021 to Mar 18, 2022","Action, Fantasy",5.57
Takt Op. Destiny,Takt Op. Destiny,12,"Oct 6, 2021 to Dec 22, 2021","Action, Fantasy, Sci-Fi",7.15
Jujutsu Kaisen 0 Movie,Jujutsu Kaisen 0,1,"Dec 24, 2021","Action, Fantasy",8.48
Visual Prison,Visual Prison,12,"Oct 9, 2021 to Dec 25, 2021",Supernatural,6.7
86 Part 2,86 Eighty-Six Part 2,12,"Oct 3, 2021 to Mar 19, 2022","Action, Drama, Sci-Fi",8.71
"Rainbow Finder: Tokimeki wa, Sugu Soba ni.",UNKNOWN,3,"Jan 24, 2021 to Mar 24, 2021","Romance, Slice of Life",5.93
Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,UNKNOWN,1,"Sep 2, 2022","Comedy, Romance",6.64
Deliver Police: Nishitokyo-shi Deliver Keisatsutai,UNKNOWN,1,"Mar 26, 2021",Action,5.38
Hachimitsu Suicide Machine,UNKNOWN,1,"Mar 26, 2021",Horror,5.24
Home!,UNKNOWN,1,"Mar 26, 2021","Sci-Fi, Supernatural",6.62
Vanitas no Karte,The Case Study of Vanitas,12,"Jul 3, 2021 to Sep 18, 2021","Action, Fantasy, Mystery",7.91
The King of Fighters XV,UNKNOWN,1,"Feb 9, 2022",Action,6.5
Shingeki no Kyojin: The Final Season Part 2,Attack on Titan: Final Season Part 2,12,"Jan 10, 2022 to Apr 4, 2022","Action, Drama",8.77
Black Clover: Mahou Tei no Ken,Black Clover: Sword of the Wizard King,1,"Jun 16, 2023","Action, Comedy, Fantasy",8.27
ABC Tenkiyohou,UNKNOWN,1,2016,Slice of Life,5.75
Mini Dragon,Miss Kobayashi's Dragon Maid S Short Animation Series,13,"Apr 7, 2021 to Jun 30, 2021",Comedy,7.35
Blue Reflection Ray!,UNKNOWN,24,"Apr 14, 2021 to Sep 29, 2021",Comedy,5.7
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,The Journey,1,"Jun 25, 2021","Action, Adventure",7.37
Wonder Egg Priority: Watashi no Priority,Wonder Egg Priority: My Priority,1,"Jun 30, 2021","Drama, Fantasy",5.12
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime,UNKNOWN,18,"Mar 14, 2021 to Jun 16, 2021",Comedy,5.87
Sayonara Watashi no Cramer Mini Anime,UNKNOWN,24,"Mar 16, 2021 to Jun 22, 2021",Comedy,5.39
Vegeta Super Yasaijin ni Narou-hen,UNKNOWN,1,"May 26, 2015",Action,5.29
Re:cycle of the Penguindrum,UNKNOWN,2,"Apr 29, 2022 to Jul 22, 2022","Avant Garde, Comedy, Drama, Mystery",7.12
Hetalia World★Stars Specials,UNKNOWN,3,"Jul 28, 2021",Comedy,6.75
Obey Me!,Obey Me!,12,"Jul 16, 2021 to Dec 24, 2021","Comedy, Fantasy",7.19
Koi wa Sekai Seifuku no Ato de,Love After World Domination,12,"Apr 8, 2022 to Jun 24, 2022","Action, Comedy, Romance",7.44
Gyakuten Sekai no Denchi Shoujo,Rumble Garanndoll,12,"Oct 11, 2021 to Dec 27, 2021","Action, Comedy, Sci-Fi",6.31
Fuuto Tantei,Fuuto PI,12,"Aug 1, 2022 to Oct 17, 2022","Action, Mystery, Supernatural",7.33
JoJo no Kimyou na Bouken Part 6: Stone Ocean,JoJo's Bizarre Adventure: Stone Ocean,12,"Dec 1, 2021","Action, Adventure, Supernatural",8.19
Tsugu Tsugumomo Mini Anime,UNKNOWN,59,"Dec 16, 2019 to Aug 3, 2020",Comedy,6.01
Kakkou no Iinazuke,A Couple of Cuckoos,24,"Apr 24, 2022 to Oct 2, 2022","Comedy, Romance",6.94
Nomad: Megalo Box 2 Short Anime,Megalo Box 2: The Hummingbird and the Nomad,1,"Jul 28, 2021",Drama,6.48
Tesla Note,Tesla Note,13,"Oct 3, 2021 to Dec 26, 2021","Action, Suspense",4.66
Wan Jie Du Zun,Ten Thousand Worlds,50,"Apr 6, 2021 to Sep 18, 2021",Fantasy,6.92
Huyao Xiao Hongniang: Liang Shenghua,UNKNOWN,12,"Mar 26, 2021 to Jun 4, 2021","Comedy, Drama, Romance, Supernatural",6.6
Dance Dance Danseur,Dance Dance Danseur,11,"Apr 9, 2022 to Jun 18, 2022",Drama,7.87
Gokushufudou Part 2,The Way of the Househusband Part 2,5,"Oct 7, 2021",Comedy,7.54
Yoru no Kuni,UNKNOWN,3,"Apr 16, 2021 to Sep 12, 2021",Fantasy,7.44
Chibi Revenger,UNKNOWN,24,"Apr 12, 2021 to Sep 20, 2021",Comedy,7.17
Sono Bisque Doll wa Koi wo Suru,My Dress-Up Darling,12,"Jan 9, 2022 to Mar 27, 2022",Romance,8.24
"Kono Healer, Mendokusai","Don't Hurt Me, My Healer!",12,"Apr 10, 2022 to Jun 26, 2022","Adventure, Comedy, Fantasy",6.35
Jahy-sama wa Kujikenai!,The Great Jahy Will Not Be Defeated!,20,"Aug 1, 2021 to Dec 19, 2021","Comedy, Supernatural",7.05
Zhen Dao Ge,UNKNOWN,12,"Feb 5, 2021 to Apr 16, 2021","Action, Adventure",6.33
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Skeleton Knight in Another World,12,"Apr 7, 2022 to Jun 23, 2022","Action, Fantasy",7.17
Saihate no Paladin,The Faraway Paladin,12,"Oct 9, 2021 to Jan 3, 2022","Action, Adventure, Fantasy",6.84
Kaginado,Kaginado,12,"Oct 13, 2021 to Dec 29, 2021","Comedy, Slice of Life",7.11
Build Divide: Code Black,Build-Divide -#000000- Code Black,12,"Oct 10, 2021 to Dec 26, 2021",Fantasy,6.38
Build Divide: Code White,Build Divide -#FFFFFF- Code White,12,"Apr 3, 2022 to Jun 26, 2022",Fantasy,6.62
Deaimon,Deaimon: Recipe for Happiness,12,"Apr 6, 2022 to Jun 22, 2022",Slice of Life,7.57
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,The Legend of Luoxiaohei: The Gate of All Living Beings,12,"Apr 24, 2021 to Jul 17, 2021","Comedy, Supernatural",7.04
Isekai Shokudou 2,Restaurant to Another World 2,12,"Oct 2, 2021 to Dec 18, 2021","Fantasy, Gourmet, Slice of Life",7.67
Battle Spirits: Mirage,UNKNOWN,4,"Oct 29, 2021 to Apr 1, 2022","Adventure, Sci-Fi",6.12
Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,UNKNOWN,1,"Mar 12, 2021",Slice of Life,6.39
Free! Movie 5: The Final Stroke - Kouhen,UNKNOWN,1,"Apr 22, 2022",Sports,7.68
Mahoutsukai Reimeiki,The Dawn of the Witch,12,"Apr 8, 2022 to Jul 1, 2022","Action, Adventure, Comedy, Fantasy",6.38
Li Linke de Xiao Guaner,The Dining of Link Lee,10,"Apr 27, 2021 to Jun 22, 2021","Gourmet, Slice of Life",6.68
Sonny Boy,Sonny Boy,12,"Jul 16, 2021 to Oct 1, 2021","Award-Winning, Mystery",7.77
Healer Girl,Healer Girl,12,"Apr 4, 2022 to Jun 20, 2022","Fantasy, Slice of Life",7.33
180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,UNKNOWN,12,"Oct 15, 2021 to Dec 31, 2021",Slice of Life,5.32
Pretty All Friends Selection,UNKNOWN,16,"Jun 6, 2021 to Sep 19, 2021","Comedy, Slice of Life",6.55
Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen,Junior High and High School!! Kimetsu Academy Story,3,"Aug 26, 2020",Comedy,6.67
Cardfight!! Vanguard: overDress Season 2,UNKNOWN,13,"Oct 5, 2021 to Dec 28, 2021","Action, Drama",6.67
Ndaho Kekkon Omedetou!!,UNKNOWN,1,"Apr 30, 2021",Slice of Life,6.0
Shaonian Bai Ma Zui Chun Feng,The Young Brewmaster's Adventure,20,"Jul 27, 2022 to Feb 8, 2023","Action, Fantasy",6.7
Trepanation,UNKNOWN,1,"Apr 30, 2021",Avant Garde,6.35
Dahuoji Yu Gongzhu Qun,Lighter & Skirt,13,"Aug 8, 2021 to Oct 24, 2021","Drama, Romance",6.16
Yoru wa Honoka,Night is Faint,1,"Apr 30, 2021",Supernatural,7.57
Ling Long: Incarnation Special,UNKNOWN,1,"May 15, 2021","Action, Drama, Horror, Sci-Fi, Suspense",7.09
Yoshimaho,Yoshi Yoshi Magic,15,"Jul 1, 2021 to Jan 13, 2022",Slice of Life,5.49
Overlord IV,Overlord IV,13,"Jul 5, 2022 to Sep 27, 2022","Action, Adventure, Fantasy",8.09
Overlord: Ple Ple Pleiades 4,UNKNOWN,13,"Jul 5, 2022 to Sep 27, 2022","Comedy, Fantasy",6.66
Dragon Ball Super: Super Hero,Dragon Ball Super: Super Hero,1,"Jun 11, 2022","Action, Adventure, Fantasy",7.56
Zhen Dao Ge: Chenshi Hang,UNKNOWN,1,"Feb 1, 2022","Action, Adventure",6.27
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,Love Live! Nijigasaki High School Idol Club Season 2,13,"Apr 2, 2022 to Jun 25, 2022",Slice of Life,7.7
"Komi-san wa, Comyushou desu.",Komi Can't Communicate,12,"Oct 7, 2021 to Dec 23, 2021",Comedy,7.92
Quanzhi Fashi V,UNKNOWN,12,"Jul 28, 2021 to Aug 25, 2021","Action, Fantasy",7.29
Kuang Shen Mo Zun,Mad Demon Lord,62,"May 20, 2021 to Nov 20, 2021",Fantasy,6.41
Haru Dorobou,Spring Thief,1,"Jan 9, 2021","Drama, Romance",6.89
Twisted-Wonderland 1-shuunen Kinen PV,Twisted-Wonderland 1st Anniversary PV,1,"Mar 17, 2021",Supernatural,6.73
Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,Natsume Yuujinchou: A Day Out in Hitoyoshi Kuma,1,"Apr 21, 2021",Slice of Life,7.36
Hairpin Double,UNKNOWN,1,"Feb 4, 2022","Action, Fantasy",5.2
Wu Shang Shen Di 2nd Season,UNKNOWN,240,"May 21, 2021 to ?","Action, Adventure, Fantasy, Supernatural",6.93
Hunter,UNKNOWN,1,"Sep 14, 2017","Avant Garde, Horror",5.68
Joint,Joint,1,2009,Avant Garde,5.03
Xie Wang Zhui Qi 3: Shen Nu Guilai,UNKNOWN,16,"Sep 29, 2021 to Jan 5, 2022","Drama, Fantasy, Romance",7.09
Shen Lan Qi Yu Wushuang Zhu,The Land of Miracles,15,"Jul 23, 2022 to Oct 15, 2022","Action, Fantasy",7.16
"LaLaLa, Brothers",UNKNOWN,1,2011,Avant Garde,5.29
Tosca,UNKNOWN,1,2010,Avant Garde,5.44
Waiter,UNKNOWN,1,"Jan 16, 2014",Avant Garde,5.44
100-man no Inochi no Ue ni Ore wa Tatteiru Recap,UNKNOWN,1,"Jul 2, 2021","Drama, Fantasy",6.2
Mahou Shoujo Magical Destroyers,Magical Destroyers,12,"Apr 8, 2023 to Jun 24, 2023","Action, Fantasy",6.49
Aru Nihon no Ekaki Shounen,A Japanese Boy Who Draws,1,"Mar 2, 2019","Avant Garde, Award-Winning, Comedy",6.82
Fantasy Bishoujo Juniku Ojisan to,Life with an Ordinary Guy who Reincarnated into a Total Fantasy Knockout,12,"Jan 12, 2022 to Mar 30, 2022","Adventure, Comedy, Fantasy",7.16
27th,UNKNOWN,1,"Jan 17, 2020",Avant Garde,5.64
Yuru Camp△ Season 2 Specials,Laid-Back Camp Season 2 Specials,2,"May 26, 2021 to Jul 28, 2021","Comedy, Slice of Life",7.45
Lupin III: Part 6,Lupin the Third Part 6,24,"Oct 17, 2021 to Mar 27, 2022","Action, Adventure, Comedy, Mystery",7.17
Ao Ashi,Aoashi,24,"Apr 9, 2022 to Sep 24, 2022",Sports,8.23
Artiswitch,UNKNOWN,6,"May 28, 2021 to Sep 10, 2021","Slice of Life, Supernatural",7.27
Haru wo Irodoru,UNKNOWN,1,2015,"Drama, Supernatural",5.89
6 Songs,UNKNOWN,1,"Sep 14, 2016",Avant Garde,5.18
Xi Xing Ji: Suming Pian,The Westward,20,"Jun 2, 2021 to Jul 28, 2021","Action, Adventure, Fantasy",6.49
Kami-tachi ni Hirowareta Otoko 2nd Season,By the Grace of the Gods 2,12,"Jan 9, 2023 to Mar 27, 2023","Fantasy, Slice of Life",6.77
Yami Shibai 9,Theatre of Darkness: Yamishibai 9,13,"Jul 12, 2021 to Oct 4, 2021","Avant Garde, Horror, Supernatural",5.86
Amemiya-san,UNKNOWN,3,"Mar 9, 2021 to Aug 27, 2021",Comedy,6.41
Vanitas no Karte Part 2,The Case Study of Vanitas Part 2,12,"Jan 15, 2022 to Apr 2, 2022","Action, Fantasy, Mystery",8.2
Little Nemo Pilot,Little Nemo: Adventures in Slumberland Pilot,1,1980,Adventure,6.0
Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu,UNKNOWN,1,"Jul 8, 2022",Comedy,6.31
BanG Dream! Garupa☆Pico Fever!,UNKNOWN,26,"Oct 7, 2021 to Mar 31, 2022",Comedy,7.67
Omoigumo,A Reflection of One's Mind,1,"Apr 13, 2014",Drama,6.32
RabbiTube: Creator ni Challenge!,UNKNOWN,16,"Jan 24, 2020 to Dec 5, 2021",Comedy,7.11
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,UNKNOWN,1,"Sep 28, 2021","Comedy, Mystery",6.8
Tobidase! Narase! Pui Pui Molcar,UNKNOWN,1,"Jul 22, 2021",Comedy,6.38
High Card,UNKNOWN,12,"Jan 9, 2023 to Mar 27, 2023","Action, Fantasy",7.14
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,Miss Shachiku and the Little Baby Ghost,12,"Apr 7, 2022 to Jun 23, 2022","Comedy, Supernatural",7.09
Exception,UNKNOWN,8,"Oct 13, 2022",Sci-Fi,6.42
Make My Day,UNKNOWN,8,"Feb 2, 2023","Horror, Suspense",5.82
Bright: Samurai Soul,Bright: Samurai Soul,1,"Oct 12, 2021","Action, Adventure, Fantasy",5.34
Xinghe Zhizun,UNKNOWN,45,"Jun 10, 2021 to Oct 30, 2021","Action, Fantasy",5.96
Reiwa no Di Gi Charat,UNKNOWN,16,"Oct 7, 2022 to Jan 3, 2023",Comedy,6.05
Zdravstvuite!,UNKNOWN,1,"Feb 26, 2016",Avant Garde,5.65
Shelter,UNKNOWN,1,1980,Avant Garde,6.56
Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,Link Click Episode 5.5,1,"May 28, 2021","Drama, Supernatural",7.7
Heibai Wushuang 3rd Season,Black and White Warriors 3,12,"Jul 19, 2021 to Sep 27, 2021","Comedy, Supernatural",5.99
Gundam Breaker: Battlogue,UNKNOWN,6,"Oct 19, 2021 to Nov 23, 2021",Action,6.14
Peach Boy Riverside Mini Anime,UNKNOWN,12,"May 25, 2021 to Jun 29, 2021",Fantasy,5.42
Celia-sensei no Wakuwaku Magical Kyoushitsu,UNKNOWN,18,"May 25, 2021 to Sep 21, 2021","Comedy, Fantasy",6.01
Isekai Ojisan,Uncle from Another World,13,"Jul 6, 2022 to Mar 8, 2023","Comedy, Fantasy",7.85
"Dragon Quest: Dai no Daibouken (2020): Bouken no Kiseki, Kore kara no Tabiji","Dragon Quest: The Adventure of Dai: The Trail of Adventure, The Path Forward",1,"Jun 26, 2021","Action, Adventure, Fantasy",6.17
86 Special Edition: Senya ni Akaku Hinageshi no Saku,86-Eighty Six- Special Edition - Coquelicots Blooming Across the Battlefield,1,"Jun 27, 2021","Action, Drama, Sci-Fi",6.87
Youjo Senki: Sabaku no Pasta Daisakusen,Saga of Tanya the Evil: Operation Desert Pasta,1,"Jun 19, 2021","Action, Fantasy",7.44
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,UNKNOWN,1,"Jun 26, 2021","Action, Sci-Fi, Suspense",7.3
Yaku nara Mug Cup mo: Niban Gama,Let's Make a Mug Too 2,12,"Oct 2, 2021 to Dec 18, 2021",Slice of Life,6.82
Hua Jianghu: Bu Liang Ren IV,UNKNOWN,13,"Apr 29, 2021 to Jul 8, 2021","Drama, Fantasy, Romance",6.36
Renou Xueyuan,Elf Academy,10,"Jul 10, 2021 to Sep 4, 2021",Comedy,7.15
Bakuten!! Movie,Backflip!! Movie,1,"Jul 2, 2022",Sports,7.43
Shabake,UNKNOWN,1,"Jul 19, 2021",Fantasy,5.94
Fumetsu no Anata e: Fushi no Tabiji,UNKNOWN,1,"Jul 5, 2021","Adventure, Drama, Supernatural",6.74
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Recaps,UNKNOWN,3,"Jul 4, 2021 to Jul 18, 2021","Drama, Suspense",5.98
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,Magia Record: Puella Magi Madoka Magica Side Story Final Season,4,"Apr 3, 2022","Drama, Suspense",6.74
Deep Insanity: The Lost Child,Deep Insanity: The Lost Child,12,"Oct 13, 2021 to Dec 29, 2021",Sci-Fi,5.58
Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,UNKNOWN,1,"Jul 5, 2021","Action, Adventure, Fantasy",6.34
Seiken Densetsu: Legend of Mana - The Teardrop Crystal,Legend of Mana -The Teardrop Crystal-,12,"Oct 8, 2022 to Dec 24, 2022",Adventure,5.48
Fruits Basket: Prelude,UNKNOWN,1,"Feb 18, 2022","Drama, Romance",8.45
Shoujo Nosferatu,Nosferatu Maiden,1,2017,"Avant Garde, Horror",5.95
Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,That Time I Got Reincarnated as a Slime Season 2: Tales - Veldora's Journal 2,1,"Jun 29, 2021","Action, Adventure, Comedy, Fantasy",7.13
Detective Conan Movie 25: Halloween no Hanayome,Detective Conan: The Bride of Halloween,1,"Apr 15, 2022",Mystery,8.06
Pokemon (2019): Natsuyasumi Chokuzen 1-jikan Special,UNKNOWN,1,"Jul 2, 2021","Action, Adventure, Comedy, Fantasy",5.81
Hakuouki OVA (2021),UNKNOWN,3,"Nov 13, 2021 to Jan 29, 2022","Action, Drama, Supernatural",7.01
"Goodbye, Don Glees!","Goodbye, Don Glees!",1,"Feb 18, 2022","Adventure, Drama",7.38
Blue Reflection Ray Special,UNKNOWN,1,"Jul 3, 2021",Fantasy,5.61
Star Wars: Visions,Star Wars: Visions,9,"Sep 22, 2021","Action, Adventure, Sci-Fi",7.11
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,"Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note - Waver, Reunion, and the Magic Lantern",1,"Dec 31, 2021","Fantasy, Mystery, Supernatural",7.52
Play the Lupin: Clips x Parts Collection,UNKNOWN,4,"Apr 22, 2009","Action, Comedy",5.86
Mini Van Large,mini vanguard Large,26,"Jun 7, 2021 to May 4, 2022",Comedy,5.92
Mou Ippon!,"""Ippon"" again!",13,"Jan 9, 2023 to Apr 3, 2023",Sports,7.17
Mao Zhi Ming,Cat's Tea,12,"Oct 26, 2021 to Jan 11, 2022",Comedy,6.43
Kaijin Kaihatsu-bu no Kuroitsu-san,Miss Kuroitsu from the Monster Development Department,12,"Jan 9, 2022 to Apr 3, 2022","Comedy, Fantasy",6.73
Xingchen Bian: Xingchen Yao Hai,UNKNOWN,12,"Sep 5, 2021 to Oct 3, 2021","Action, Adventure, Fantasy, Romance",7.18
Vinland Saga Season 2,Vinland Saga Season 2,24,"Jan 10, 2023 to Jun 20, 2023","Action, Adventure, Drama",8.81
"Ore, Tsushima (ONA)","I, Tsushima",93,"Jul 5, 2021 to Mar 2, 2022",Comedy,6.36
Kyoto Animation: Souzou-hen,UNKNOWN,1,"Jul 8, 2021",Slice of Life,6.58
Wu Geng Ji 4th Season,UNKNOWN,24,"Jul 22, 2021 to Dec 23, 2021","Action, Fantasy, Supernatural",6.77
Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,Ghost in the Shell: SAC_2045 - Sustainable War,1,"Nov 12, 2021","Action, Sci-Fi",6.48
Bai She II: Qing She Jie Qi,White Snake 2: The Tribulation of the Green Snake,1,"Jul 23, 2021","Adventure, Fantasy",7.38
Shiroi Suna no Aquatope Mini,UNKNOWN,29,"Jul 6, 2021 to Dec 9, 2021","Comedy, Slice of Life",5.77
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,UNKNOWN,1,"Oct 23, 2021","Action, Fantasy",6.86
Nageki no Ice Candy,UNKNOWN,1,2009,Slice of Life,5.79
Kanashiki Debu Neko-chan,UNKNOWN,10,"Dec 6, 2021 to Dec 17, 2021",Slice of Life,6.11
Youxia Zhanji,UNKNOWN,20,"Jul 27, 2021 to Nov 23, 2021","Action, Adventure, Fantasy",6.1
Isekai Yakkyoku,Parallel World Pharmacy,12,"Jul 10, 2022 to Sep 25, 2022",Fantasy,7.32
Ni Tian Zhizun,Against The Sky Supreme,260,"Jul 16, 2021 to ?","Action, Fantasy",6.91
